ID,Label (description),Category,EcoSIM Other Names,EcoSIM Variable Name,File Name,Definition,Comment,Related Synonyms,Exact Synonyms,Type,DbXrefs,has_units,qualifiers,attributes,measured_ins,measurement_ofs,contexts,Parents
ECOSIM:0000035,equilibrium constant for X-OH2(+)=X-OH+H(+),solute parameters for geochemistry modeling,,SXOH2,SoluteParMod.txt,,,,,Class,,mol m^-3,,,,,,
ECOSIM:0000036,equilibrium constant for X-OH1=X-O(-)+H(+),solute parameters for geochemistry modeling,,SXOH1,SoluteParMod.txt,,,,,Class,,mol m^-3,,,,,,
ECOSIM:0000037,equilibrium constant for X-H2PO4+H2O=X-OH2(+)+H2PO4(-),solute parameters for geochemistry modeling,,SXH2P,SoluteParMod.txt,,,,,Class,,mol m^-3,,,,,,
ECOSIM:0000038,equilibrium constant for X-H1PO4(-)=X-OH+HPO4(2-),solute parameters for geochemistry modeling,,SXH1P,SoluteParMod.txt,,,,,Class,,mol m^-3,,,,,,
ECOSIM:0000039,equilibrium constant for CO2 + H2O = HCO3(-) + H(+),solute parameters for geochemistry modeling,,DPCO2,SoluteParMod.txt,,,,,Class,,mol m^-3,,,,,,
ECOSIM:0000040,equilibrium constant for HCO3(-) = CO3(2-) + H(+),solute parameters for geochemistry modeling,,DPHCO,SoluteParMod.txt,,,,,Class,,mol m^-3,,,,,,
ECOSIM:0000041,equilibrium constant for NH4(+) = NH3 + H(+),solute parameters for geochemistry modeling,,DPN4,SoluteParMod.txt,,,,,Class,,mol m^-3,,,,,,
ECOSIM:0000042,equilibrium constant for AlOH(2+)=Al(3+)+OH(-),solute parameters for geochemistry modeling,,DPAL1,SoluteParMod.txt,,,,,Class,,mol m^-3,,,,,,
ECOSIM:0000043,equilibrium constant for Al(OH)2(+)=AlOH(2+)+OH(-),solute parameters for geochemistry modeling,,DPAL2,SoluteParMod.txt,,,,,Class,,mol m^-3,,,,,,
ECOSIM:0000044,equilibrium constant for Al(OH)3(aq)=Al(OH)2(+)+OH(-),solute parameters for geochemistry modeling,,DPAL3,SoluteParMod.txt,,,,,Class,,mol m^-3,,,,,,
ECOSIM:0000045,equilibrium constant for Al(OH)4(-)=Al(OH)3(aq)+OH(-),solute parameters for geochemistry modeling,,DPAL4,SoluteParMod.txt,,,,,Class,,mol m^-3,,,,,,
ECOSIM:0000046,equilibrium constant for Al(SO4)(+)=Al(3+)+SO4(2-),solute parameters for geochemistry modeling,,DPALS,SoluteParMod.txt,,,,,Class,,mol m^-3,,,,,,
ECOSIM:0000047,equilibrium constant for Fe(OH)(2+)=Fe(3+)+OH(-),solute parameters for geochemistry modeling,,DPFE1,SoluteParMod.txt,,,,,Class,,mol m^-3,,,,,,
ECOSIM:0000048,equilibrium constant for Fe(OH)2(+)=FeOH(2+)+OH(-),solute parameters for geochemistry modeling,,DPFE2,SoluteParMod.txt,,,,,Class,,mol m^-3,,,,,,
ECOSIM:0000049,equilibrium constant for Fe(OH)3(aq)=Fe(OH)2(+)+OH(-),solute parameters for geochemistry modeling,,DPFE3,SoluteParMod.txt,,,,,Class,,mol m^-3,,,,,,
ECOSIM:0000050,equilibrium constant for Fe(OH)4(-)=Fe(OH)3(aq)+OH(-),solute parameters for geochemistry modeling,,DPFE4,SoluteParMod.txt,,,,,Class,,mol m^-^3,,,,,,
ECOSIM:0000051,equilibrium constant for Fe(SO4)(+)=Fe(3+)+SO4(2-),solute parameters for geochemistry modeling,,DPFES,SoluteParMod.txt,,,,,Class,,mol m^-3,,,,,,
ECOSIM:0000052,equilibrium constant for Ca(OH)(-)=Ca(2+)+OH(-),solute parameters for geochemistry modeling,,DPCAO,SoluteParMod.txt,,,,,Class,,mol m^-3,,,,,,
ECOSIM:0000053,equilibrium constant for CaCO3(aq)=Ca(2+)+CO3(2-),solute parameters for geochemistry modeling,,DPCAC,SoluteParMod.txt,,,,,Class,,mol m^-3,,,,,,
ECOSIM:0000054,equilibrium constant for CaHCO3(+)=Ca(2+)+HCO3(-),solute parameters for geochemistry modeling,,DPCAH,SoluteParMod.txt,,,,,Class,,mol m^-3,,,,,,
ECOSIM:0000055,equilibrium constant for CaSO4=Ca(2+)+SO4(2-),solute parameters for geochemistry modeling,,DPCAS,SoluteParMod.txt,,,,,Class,,mol m^-3,,,,,,
ECOSIM:0000056,equilibrium constant for MgOH(+)=Mg(2+)+OH(-),solute parameters for geochemistry modeling,,DPMGO,SoluteParMod.txt,,,,,Class,,mol m^-3,,,,,,
ECOSIM:0000057,equilibrium constant for MgCO3=Mg(2+)+CO3(2-),solute parameters for geochemistry modeling,,DPMGC,SoluteParMod.txt,,,,,Class,,mol m^-3,,,,,,
ECOSIM:0000058,equilibrium constant for MgHCO3(-)=Mg(2+)+HCO3(-),solute parameters for geochemistry modeling,,DPMGH,SoluteParMod.txt,,,,,Class,,mol m^-3,,,,,,
ECOSIM:0000059,equilibrium constant for MgSO4=Mg(2+)+SO4(2-),solute parameters for geochemistry modeling,,DPMGS,SoluteParMod.txt,,,,,Class,,mol m^-3,,,,,,
ECOSIM:0000060,equilibrium constant for NaCO3(-)=Na(+)+CO3(2-),solute parameters for geochemistry modeling,,DPNAC,SoluteParMod.txt,,,,,Class,,mol m^-3,,,,,,
ECOSIM:0000061,equilibrium constant for NaSO4(-)=Na(+)+SO4(2-),solute parameters for geochemistry modeling,,DPNAS,SoluteParMod.txt,,,,,Class,,mol m^-3,,,,,,
ECOSIM:0000062,equilibrium constant for KSO4(-)=K(+)+SO4(2-),solute parameters for geochemistry modeling,,DPKAS,SoluteParMod.txt,,,,,Class,,mol m^-3,,,,,,
ECOSIM:0000063,equilibrium constant for HPO4(2-)=H(+)+PO4(3-),solute parameters for geochemistry modeling,,DPH1P,SoluteParMod.txt,,,,,Class,,mol m^-3,,,,,,
ECOSIM:0000064,equilibrium constant for H2PO4(-)=H(+)+HPO4(2-),solute parameters for geochemistry modeling,,DPH2P,SoluteParMod.txt,,,,,Class,,mol m^-3,,,,,,
ECOSIM:0000065,equilibrium constant for H3PO4=H(+)+H2PO4(-),solute parameters for geochemistry modeling,,DPH3P,SoluteParMod.txt,,,,,Class,,mol m^-3,,,,,,
ECOSIM:0000066,equilibrium constant for FeHPO4(+)=Fe(3+)+HPO4(2-),solute parameters for geochemistry modeling,,DPF1P,SoluteParMod.txt,,,,,Class,,mol m^-3,,,,,,
ECOSIM:0000067,equilibrium constant for FeH2PO4(2+)=Fe(3+)+H2PO4(-),solute parameters for geochemistry modeling,,DPF2P,SoluteParMod.txt,,,,,Class,,mol m^-3,,,,,,
ECOSIM:0000068,equilibrium constant for CaPO4(-)=Ca(2+)+PO4(3-),solute parameters for geochemistry modeling,,DPC0P,SoluteParMod.txt,,,,,Class,,mol m^-3,,,,,,
ECOSIM:0000069,equilibrium constant for CaHPO4=Ca(2+)+HPO4(2-),solute parameters for geochemistry modeling,,DPC1P,SoluteParMod.txt,,,,,Class,,mol m^-3,,,,,,
ECOSIM:0000070,equilibrium constant for CaH2PO4(+)=Ca(2+)+H2PO4(-),solute parameters for geochemistry modeling,,DPC2P,SoluteParMod.txt,,,,,Class,,mol m^-3,,,,,,
ECOSIM:0000071,equilibrium constant for MgHPO4=Mg(2+)+HPO4(2-),solute parameters for geochemistry modeling,,DPM1P,SoluteParMod.txt,,,,,Class,,mol m^-3,,,,,,
ECOSIM:0000072,equilibrium constant for X-COOH=X-COO(-)+H(+),solute parameters for geochemistry modeling,,DPCOH,SoluteParMod.txt,,,,,Class,,mol m^-3,,,,,,
ECOSIM:0000073,equilibrium constant for X-COO-Al(OH)2+H(+)=Al(OH)2(+)+X-COOH,solute parameters for geochemistry modeling,,DPALO,SoluteParMod.txt,,,,,Class,,mol m^-3,,,,,,
ECOSIM:0000074,equilibrium constant for X-COO-Fe(OH)2+H(+)=Fe(OH)2(+)+X-COOH,solute parameters for geochemistry modeling,,DPFEO,SoluteParMod.txt,,,,,Class,,mol m^-3,,,,,,
ECOSIM:0000075,equilibrium constant for H2CO3= CO3(2-)+2H(+),solute parameters for geochemistry modeling,,DPCO3,SoluteParMod.txt,,,,,Class,,mol^2 m^-6,,,,,,
ECOSIM:0000076,equilibrium constant for Al(OH)3(s)+3H(+) =Al(3+)+3H2O,solute parameters for geochemistry modeling,,SHALO,SoluteParMod.txt,,,,,Class,,m^6 mol^-2,,,,,,
ECOSIM:0000077,equilibrium constant for Al(OH)3(s) = Al(OH)(2+)+2OH(-),solute parameters for geochemistry modeling,,SYAL1,SoluteParMod.txt,,,,,Class,,mol^2 m^-6,,,,,,
ECOSIM:0000078,equilibrium constant for Al(OH)3(s) + 2H(+)=Al(3+)+OH(-)+H2O,solute parameters for geochemistry modeling,,SHAL1,SoluteParMod.txt,,,,,Class,,m^3 mol^-1,,,,,,
ECOSIM:0000079,equilibrium constant for Al(OH)3(s) = Al(OH)2(+)+OH(-),solute parameters for geochemistry modeling,,SYAL2,SoluteParMod.txt,,,,,Class,,mol m^-3,,,,,,
ECOSIM:0000080,equilibrium constant for Al(OH)3(s)+H(+) = Al(OH)2(+) + H2O,solute parameters for geochemistry modeling,,SHAL2,SoluteParMod.txt,,,,,Class,,m^3 mol^-1,,,,,,
ECOSIM:0000081,equilibrium constant for Al(OH)3(s) = Al(OH)3(aq),solute parameters for geochemistry modeling,,SPAL3,SoluteParMod.txt,,,,,Class,,,,,,,,
ECOSIM:0000082,equilibrium constant for Al(OH)3(s)+OH(-) = Al(OH)4(-),solute parameters for geochemistry modeling,,SYAL4,SoluteParMod.txt,,,,,Class,,m^3 mol^-1,,,,,,
ECOSIM:0000083,equilibrium constant for Al(OH)3(s)+H2O = Al(OH)4(-)+H(+),solute parameters for geochemistry modeling,,SHAL4,SoluteParMod.txt,,,,,Class,,mol m^-3,,,,,,
ECOSIM:0000084,equilibrium constant for Fe(OH)3(s)+3H(+) = Fe(3+)+3H2O,solute parameters for geochemistry modeling,,SHFEO,SoluteParMod.txt,,,,,Class,,m^6 mol^-2,,,,,,
ECOSIM:0000085,equilibrium constant for Fe(OH)3(s) = Fe(OH)(2+)+2OH(-),solute parameters for geochemistry modeling,,SYFE1,SoluteParMod.txt,,,,,Class,,mol^2 m^-6,,,,,,
ECOSIM:0000086,equilibrium constant for Fe(OH)3(s) + 2H(+)=Fe(3+)+OH(-)+H2O,solute parameters for geochemistry modeling,,SHFE1,SoluteParMod.txt,,,,,Class,,m^3 mol^-1,,,,,,
ECOSIM:0000087,equilibrium constant for Fe(OH)3(s) = Fe(OH)2(+)+OH(-),solute parameters for geochemistry modeling,,SYFE2,SoluteParMod.txt,,,,,Class,,mol m^-3,,,,,,
ECOSIM:0000088,equilibrium constant for Fe(OH)3(s)+H(+) = Fe(OH)2(+) + H2O,solute parameters for geochemistry modeling,,SHFE2,SoluteParMod.txt,,,,,Class,,m^3 mol^-1,,,,,,
ECOSIM:0000089,equilibrium constant for Fe(OH)3(s) = Fe(OH)3(aq),solute parameters for geochemistry modeling,,SPFE3,SoluteParMod.txt,,,,,Class,,,,,,,,
ECOSIM:0000090,equilibrium constant for Fe(OH)3(s)+OH(-) = Fe(OH)4(-),solute parameters for geochemistry modeling,,SYFE4,SoluteParMod.txt,,,,,Class,,m^3 mol^-1,,,,,,
ECOSIM:0000091,equilibrium constant for Fe(OH)3(s)+H2O = Fe(OH)4(-)+H(+),solute parameters for geochemistry modeling,,SHFE4,SoluteParMod.txt,,,,,Class,,mol m^-3,,,,,,
ECOSIM:0000092,equilibrium constant for CaCO3(s)+H(+) = Ca(2+) + HCO3(-),solute parameters for geochemistry modeling,,SHCAC1,SoluteParMod.txt,,,,,Class,,,,,,,,
ECOSIM:0000093,equilibrium constant for CaCO3(s)+H2O = Ca(2+)+OH(-)+HCO3(-),solute parameters for geochemistry modeling,,SYCAC1,SoluteParMod.txt,,,,,Class,,mol^2 m^-6,,,,,,
ECOSIM:0000094,equilibrium constant for CaCO3(s)+2H(+)=Ca(2+)+CO2(aq)+H2O,solute parameters for geochemistry modeling,,SHCAC2,SoluteParMod.txt,,,,,Class,,m^3 mol^-1,,,,,,
ECOSIM:0000095,equilibrium constant for CaCO3(s)+H2O = Ca(2+)+2OH(-)+CO2(aq),solute parameters for geochemistry modeling,,SYCAC2,SoluteParMod.txt,,,,,Class,,mol^3 m^-9,,,,,,
ECOSIM:0000096,equilibrium constant for AlPO4(s)+H(+) = Al(3+)+HPO4(2-),solute parameters for geochemistry modeling,,SHA0P1,SoluteParMod.txt,,,,,Class,,,,,,,,
ECOSIM:0000097,equilibrium constant for AlPO4(s)+H2O =Al(3+)+HPO4(2-)+OH(-),solute parameters for geochemistry modeling,,SYA0P1,SoluteParMod.txt,,,,,Class,,mol^2 m^-6,,,,,,
ECOSIM:0000098,equilibrium constant for AlPO4(s)+H2O =Al(OH)(2+)+HPO4(2-),solute parameters for geochemistry modeling,,SPA1P1,SoluteParMod.txt,,,,,Class,,mol m^-3,,,,,,
ECOSIM:0000099,equilibrium constant for AlPO4(s)+H2O+OH(-)=HPO4(2-)+Al(OH)2(+),solute parameters for geochemistry modeling,,SYA2P1,SoluteParMod.txt,,,,,Class,,,,,,,,
ECOSIM:0000100,equilibrium constant for AlPO4(s)+2H2O = HPO4(2-)+Al(OH)2(+)+H(+),solute parameters for geochemistry modeling,,SHA2P1,SoluteParMod.txt,,,,,Class,,mol^2 m^-6,,,,,,
ECOSIM:0000101,equilibrium constant for AlPO4(s)+H2O+2OH(-)=Al(OH)3(aq)+HPO4(2-),solute parameters for geochemistry modeling,,SYA3P1,SoluteParMod.txt,,,,,Class,,m^3 mol^-1,,,,,,
ECOSIM:0000102,equilibrium constant for AlPO4(s)+3H2O=Al(OH)3(aq)+HPO4(2-)+2H(+),solute parameters for geochemistry modeling,,SHA3P1,SoluteParMod.txt,,,,,Class,,mol^3 m^-9,,,,,,
ECOSIM:0000103,equilibrium constant for AlPO4(s)+H2O+3OH(-)=Al(OH)4(-)+HPO4(2-),solute parameters for geochemistry modeling,,SYA4P1,SoluteParMod.txt,,,,,Class,,m^6 mol^-2,,,,,,
ECOSIM:0000104,equilibrium constant for AlPO4(s)+4H2O=Al(OH)4(-)+HPO4(2-)+3H(+),solute parameters for geochemistry modeling,,SHA4P1,SoluteParMod.txt,,,,,Class,,mol^4 m^-12,,,,,,
ECOSIM:0000105,equilibrium constant for AlPO4(s)+2H(+)=Al(3+)+H2PO4(-),solute parameters for geochemistry modeling,,SHA0P2,SoluteParMod.txt,,,,,Class,,m^3 mol^-1,,,,,,
ECOSIM:0000106,equilibrium constant for AlPO4(s)+2H2O=Al(3+)+H2PO4(-)+2OH(-),solute parameters for geochemistry modeling,,SYA0P2,SoluteParMod.txt,,,,,Class,,mol^3 m^-9,,,,,,
ECOSIM:0000107,equilibrium constant for AlPO4(s)+2H2O=Al(OH)(2+)+H2PO4(-)+OH(-),solute parameters for geochemistry modeling,,SYA1P2,SoluteParMod.txt,,,,,Class,,mol^2 m^-6,,,,,,
ECOSIM:0000108,equilibrium constant for AlPO4(s)+H2O+H(+)=Al(OH)(2+)+H2PO4(-),solute parameters for geochemistry modeling,,SHA1P2,SoluteParMod.txt,,,,,Class,,,,,,,,
ECOSIM:0000109,equilibrium constant for AlPO4(s)+2H2O=Al(OH)2(+)+H2PO4(-),solute parameters for geochemistry modeling,,SPA2P2,SoluteParMod.txt,,,,,Class,,mol m^-3,,,,,,
ECOSIM:0000110,equilibrium constant for AlPO4(s)+2H2O+OH(-)=Al(OH)3(aq)+H2PO4(-),solute parameters for geochemistry modeling,,SYA3P2,SoluteParMod.txt,,,,,Class,,,,,,,,
ECOSIM:0000111,equilibrium constant for AlPO4(s)+3H2O=Al(OH)3(aq)+H2PO4(-)+H(+),solute parameters for geochemistry modeling,,SHA3P2,SoluteParMod.txt,,,,,Class,,mol^2 m^-6,,,,,,
ECOSIM:0000112,equilibrium constant for AlPO4(s)+2H2O+2OH(-)=Al(OH)4(-)+H2PO4(-),solute parameters for geochemistry modeling,,SYA4P2,SoluteParMod.txt,,,,,Class,,m^3 mol^-1,,,,,,
ECOSIM:0000113,equilibrium constant for AlPO4(s)+4H2O=Al(OH)4(-)+H2PO4(-)+2H(+),solute parameters for geochemistry modeling,,SHA4P2,SoluteParMod.txt,,,,,Class,,mol^3 m^-9,,,,,,
ECOSIM:0000114,equilibrium constant for FePO4(s)+H(+)= Fe(3+)+HPO4(2-),solute parameters for geochemistry modeling,,SHF0P1,SoluteParMod.txt,,,,,Class,,,,,,,,
ECOSIM:0000115,equilibrium constant for FePO4(s)+H2O = Fe(3+)+HPO4(2-)+OH(-),solute parameters for geochemistry modeling,,SYF0P1,SoluteParMod.txt,,,,,Class,,mol^2 m^-6,,,,,,
ECOSIM:0000116,equilibrium constant for FePO4(s)+H2O = Fe(OH)(2+)+HPO4(2-),solute parameters for geochemistry modeling,,SPF1P1,SoluteParMod.txt,,,,,Class,,mol m^-3,,,,,,
ECOSIM:0000117,equilibrium constant for FePO4(s)+H2O+OH(-)=HPO4(2-)+Fe(OH)2(+),solute parameters for geochemistry modeling,,SYF2P1,SoluteParMod.txt,,,,,Class,,,,,,,,
ECOSIM:0000118,equilibrium constant for FePO4(s)+2H2O = HPO4(2-)+Fe(OH)2(+)+H(+),solute parameters for geochemistry modeling,,SHF2P1,SoluteParMod.txt,,,,,Class,,mol^2 m^-6,,,,,,
ECOSIM:0000119,equilibrium constant for FePO4(s)+H2O+2OH(-)=Fe(OH)3(aq)+HPO4(2-),solute parameters for geochemistry modeling,,SYF3P1,SoluteParMod.txt,,,,,Class,,m^3 mol^-1,,,,,,
ECOSIM:0000120,equilibrium constant for FePO4(s)+3H2O=Fe(OH)3(aq)+HPO4(2-)+2H(+),solute parameters for geochemistry modeling,,SHF3P1,SoluteParMod.txt,,,,,Class,,mol^3 m^-9,,,,,,
ECOSIM:0000121,equilibrium constant for FePO4(s)+H2O+3OH(-)=Fe(OH)4(-)+HPO4(2-),solute parameters for geochemistry modeling,,SYF4P1,SoluteParMod.txt,,,,,Class,,m^6 mol^-2,,,,,,
ECOSIM:0000122,equilibrium constant for FePO4(s)+4H2O=Fe(OH)4(-)+HPO4(2-)+3H(+),solute parameters for geochemistry modeling,,SHF4P1,SoluteParMod.txt,,,,,Class,,mol^4 m^-12,,,,,,
ECOSIM:0000123,equilibrium constant for FePO4(s)+2H(+)=Fe(3+)+H2PO4(-),solute parameters for geochemistry modeling,,SHF0P2,SoluteParMod.txt,,,,,Class,,m^3 mol^-1,,,,,,
ECOSIM:0000124,equilibrium constant for FePO4(s)+2H2O =Fe(3+)+H2PO4(-)+2OH(-),solute parameters for geochemistry modeling,,SYF0P2,SoluteParMod.txt,,,,,Class,,mol^3 m^-9,,,,,,
ECOSIM:0000125,equilibrium constant for FePO4(s)+2H2O=Fe(OH)(2+)+H2PO4(-)+OH(-),solute parameters for geochemistry modeling,,SYF1P2,SoluteParMod.txt,,,,,Class,,mol^2 m^-6,,,,,,
ECOSIM:0000126,equilibrium constant for FePO4(s)+H2O+H(+)=Fe(OH)(2+)+H2PO4(-),solute parameters for geochemistry modeling,,SHF1P2,SoluteParMod.txt,,,,,Class,,,,,,,,
ECOSIM:0000127,equilibrium constant for FePO4(s)+2H2O=Fe(OH)2(+)+H2PO4(-),solute parameters for geochemistry modeling,,SPF2P2,SoluteParMod.txt,,,,,Class,,mol m^-3,,,,,,
ECOSIM:0000128,equilibrium constant for FePO4(s)+2H2O+OH(-)=Fe(OH)3(aq)+H2PO4(-),solute parameters for geochemistry modeling,,SYF3P2,SoluteParMod.txt,,,,,Class,,,,,,,,
ECOSIM:0000129,equilibrium constant for FePO4(s)+3H2O=Fe(OH)3(aq)+H2PO4(-)+H(+),solute parameters for geochemistry modeling,,SHF3P2,SoluteParMod.txt,,,,,Class,,mol^2 m^-6,,,,,,
ECOSIM:0000130,equilibrium constant for FePO4(s)+2H2O+2OH(-)=Fe(OH)4(-)+H2PO4(-),solute parameters for geochemistry modeling,,SYF4P2,SoluteParMod.txt,,,,,Class,,m^3 mol^-1,,,,,,
